traffic_volume,weather,speed,accident,congestion_level
375,clear,87.5326,0,low
1433,clear,50.7111,0,high
1387,clear,52.6251,0,medium
1876,fog,22.4738,0,high
290,rain,75.3938,1,low
841,rain,52.652,0,medium
1506,clear,47.5339,0,high
1048,rain,51.0123,0,medium
371,clear,88.7941,0,low
160,rain,80.7839,0,low
656,rain,64.6021,0,medium
101,clear,95.3566,0,low
983,clear,72.0703,0,medium
1206,clear,66.3839,0,medium
1926,clear,49.9049,0,high
842,clear,68.4238,0,medium
504,clear,82.5542,0,low
931,fog,43.6808,0,medium
257,rain,76.5746,0,low
1002,snow,41.2899,0,medium
1723,rain,40.9265,0,high
1281,rain,38.9196,0,medium
1779,fog,10.0,0,high
535,clear,84.4725,0,low
704,clear,70.4945,0,medium
1905,clear,40.595,0,high
1261,clear,66.5688,0,medium
874,clear,74.652,0,medium
980,clear,67.782,0,medium
767,clear,82.9698,0,medium
1526,rain,46.9591,0,high
1235,clear,68.4863,0,medium
553,clear,86.5626,0,low
1068,rain,51.846,0,medium
293,clear,90.3095,0,low
1562,rain,43.3369,0,high
1354,clear,60.259,0,medium
968,fog,48.2091,0,medium
1316,clear,57.0983,0,medium
658,rain,66.2231,0,medium
607,clear,92.1545,0,medium
993,clear,68.2623,0,medium
1402,clear,55.6766,0,high
766,clear,81.581,0,medium
775,fog,44.0437,0,medium
1704,clear,50.932,0,high
1159,fog,42.1268,0,medium
1287,rain,42.4997,0,medium
730,clear,74.3097,0,medium
925,rain,53.6159,0,medium
454,clear,91.78,0,low
499,clear,85.0946,0,low
538,clear,81.1286,0,low
186,fog,71.2368,0,low
1696,clear,47.5038,0,high
1757,clear,47.9367,0,high
1859,clear,57.9015,0,high
1982,clear,40.6624,0,high
962,clear,76.1374,0,medium
800,rain,54.7091,0,medium
706,clear,73.0715,0,medium
1404,clear,54.8325,0,high
1989,fog,22.8836,0,high
721,snow,44.4532,0,medium
866,clear,83.6911,0,medium
470,snow,54.9847,0,low
1363,clear,62.9544,0,medium
1744,fog,23.638,0,high
1334,rain,32.3898,0,medium
980,rain,48.1445,0,medium
679,clear,72.4948,0,medium
505,clear,83.761,0,low
896,rain,67.8841,0,medium
1190,snow,28.1184,0,medium
1274,rain,49.2387,0,medium
241,rain,76.6039,0,low
661,clear,85.4826,0,medium
678,clear,74.5398,0,medium
861,rain,57.4126,0,medium
1214,clear,66.0204,0,medium
1545,clear,51.9321,0,high
257,clear,93.922,0,low
1345,clear,63.6763,0,medium
625,fog,50.927,0,medium
1315,clear,62.8837,0,medium
1782,rain,33.7523,0,high
1224,fog,41.2342,0,medium
960,clear,70.3827,0,medium
1495,clear,56.9449,0,high
1634,clear,54.967,0,high
586,rain,63.532,0,low
1766,clear,46.9482,0,high
389,fog,66.8296,0,low
637,rain,68.2872,0,medium
938,clear,73.7314,0,medium
572,clear,81.9225,0,low
317,rain,74.6852,0,low
1774,fog,19.4933,0,high
485,clear,90.0316,0,low
456,clear,82.409,0,low
1467,snow,20.2518,0,high
1648,clear,51.9991,0,high
951,clear,72.3808,0,medium
270,clear,91.749,0,low
1751,clear,46.0938,0,high
330,clear,94.3346,0,low
1608,fog,32.5374,0,high
105,clear,112.0418,0,low
1017,clear,68.2568,0,medium
1682,clear,54.3164,0,high
958,clear,77.6859,0,medium
219,fog,63.891,0,low
1650,clear,54.0285,0,high
1355,clear,65.3336,0,medium
1470,rain,51.6809,0,high
617,clear,84.6672,0,medium
1330,clear,60.9282,0,medium
184,clear,90.5185,0,low
1649,clear,50.5046,0,high
1143,fog,33.2409,0,medium
1939,fog,20.9541,0,high
355,clear,86.7802,0,low
260,rain,73.0145,0,low
1692,clear,42.6543,0,high
1912,fog,19.3868,0,high
713,clear,78.2741,0,medium
211,fog,71.6549,0,low
543,clear,85.4463,0,low
133,fog,61.9741,0,low
845,clear,72.6736,0,medium
1853,clear,46.7453,0,high
1746,clear,46.9959,0,high
978,clear,70.7839,0,medium
399,clear,92.3682,0,low
749,clear,81.8972,0,medium
741,rain,66.7287,0,medium
772,fog,49.522,1,medium
498,clear,87.5625,0,low
1029,clear,74.9215,0,medium
512,rain,68.1788,0,low
1289,rain,43.1373,0,medium
1924,fog,18.0981,0,high
1155,clear,67.5258,0,medium
1300,clear,60.3206,0,medium
439,clear,78.6544,0,low
351,fog,56.7573,0,low
1043,fog,42.4841,0,medium
1191,rain,44.5679,0,medium
543,rain,67.6542,0,low
1876,rain,26.5118,0,high
267,clear,92.4174,0,low
1069,clear,59.621,0,medium
1072,clear,73.403,0,medium
725,rain,63.4297,0,medium
832,rain,59.9679,0,medium
1777,clear,45.4153,0,high
1903,fog,24.095,0,high
1498,clear,55.3368,0,high
1516,clear,50.2889,0,high
1985,rain,19.5781,0,high
136,clear,96.9018,0,low
1396,clear,65.2099,0,medium
445,clear,89.558,1,low
1328,clear,59.9834,0,medium
247,clear,80.1393,0,low
1439,rain,43.3732,0,high
392,clear,92.0197,0,low
1015,clear,58.8118,0,medium
1323,snow,34.4641,0,medium
977,rain,58.4679,0,medium
1914,clear,40.592,0,high
1204,clear,68.8518,0,medium
1494,clear,54.7207,0,high
261,clear,82.8564,0,low
461,clear,87.9054,0,low
816,rain,61.8422,0,medium
870,clear,73.7285,0,medium
457,clear,76.3054,0,low
372,fog,63.0125,0,low
1566,clear,53.9429,0,high
623,fog,51.6538,0,medium
560,clear,75.6515,0,low
1458,clear,55.3137,0,high
1676,rain,26.2935,0,high
1476,rain,30.6759,0,high
1936,rain,30.823,0,high
1852,rain,34.054,0,high
1574,rain,42.0649,0,high
1530,rain,40.3378,0,high
1326,clear,52.3699,0,medium
1840,clear,40.416,0,high
838,fog,42.675,0,medium
386,clear,97.2769,0,low
1017,clear,78.2133,0,medium
515,clear,83.0903,0,low
1403,clear,57.7854,0,high
1685,clear,45.6122,0,high
1220,clear,60.3539,0,medium
1066,clear,72.5883,0,medium
836,clear,74.1322,0,medium
1587,clear,53.9414,0,high
1128,clear,61.3543,0,medium
1777,fog,21.8728,0,high
125,clear,89.7656,0,low
400,fog,62.6657,0,low
102,clear,97.5494,0,low
1742,clear,46.8456,0,high
1056,clear,68.9012,0,medium
614,clear,79.3517,0,medium
196,clear,93.3184,0,low
956,clear,68.4326,0,medium
1459,fog,36.6285,0,high
897,clear,76.7626,0,medium
730,clear,72.8057,0,medium
1956,clear,35.9234,0,high
1302,clear,54.3041,0,medium
1760,clear,44.4086,0,high
898,rain,62.8358,0,medium
1365,clear,55.6798,0,medium
402,clear,90.217,0,low
1919,snow,15.3144,0,high
593,clear,79.8095,0,low
892,clear,75.6193,0,medium
181,clear,96.4483,0,low
166,fog,70.0492,1,low
460,snow,45.5961,0,low
1152,clear,67.9887,0,medium
725,clear,74.7778,0,medium
1961,clear,38.6246,0,high
1323,clear,56.0158,0,medium
830,clear,77.0004,0,medium
849,clear,66.8752,0,medium
1566,clear,53.0269,0,high
479,clear,83.8056,0,low
774,clear,79.5577,0,medium
1642,rain,39.468,0,high
1544,rain,31.7563,0,high
1476,clear,58.2924,0,high
1627,clear,58.4776,0,high
579,fog,57.0186,0,low
366,clear,86.6703,0,low
679,clear,75.1232,0,medium
628,rain,66.9843,0,medium
136,clear,98.1676,0,low
1666,clear,53.1419,0,high
417,clear,88.0989,0,low
1858,clear,50.0912,0,high
1850,rain,30.0006,0,high
1861,clear,46.2355,0,high
1270,fog,33.5318,0,medium
415,fog,54.6283,0,low
1747,clear,44.3934,0,high
1855,clear,53.5185,0,high
488,fog,58.7634,0,low
1013,fog,41.8686,0,medium
515,clear,82.176,0,low
130,clear,84.3077,0,low
558,clear,81.4011,0,low
1039,clear,67.2729,0,medium
1977,fog,17.325,1,high
1994,snow,10.0,0,high
1227,snow,20.8981,0,medium
1533,clear,48.7895,0,high
1830,clear,36.529,0,high
1798,rain,24.8113,0,high
117,clear,90.8488,0,low
743,clear,70.2413,0,medium
1635,clear,55.5126,0,high
292,clear,87.2943,0,low
405,clear,84.1035,0,low
1519,clear,52.5237,0,high
1866,snow,10.0,0,high
1623,clear,48.7122,0,high
946,clear,74.9714,0,medium
143,clear,100.9977,0,low
109,fog,76.0948,1,low
1667,clear,58.5537,0,high
1627,clear,51.1521,0,high
1110,clear,64.3149,0,medium
535,rain,68.8649,0,low
1041,rain,52.9012,0,medium
745,clear,79.4991,0,medium
513,clear,74.4341,0,low
1708,rain,25.9767,0,high
637,clear,79.9005,0,medium
1518,rain,43.6363,0,high
205,clear,100.6699,0,low
1326,rain,41.1585,0,medium
1571,clear,48.9298,0,high
433,fog,56.5962,0,low
738,rain,53.4734,0,medium
458,fog,68.9648,0,low
1688,clear,46.2937,0,high
1275,rain,48.6504,0,medium
1138,clear,69.1802,0,medium
251,rain,77.8686,0,low
1569,snow,21.6547,0,high
968,clear,79.5061,0,medium
1838,clear,46.5801,0,high
1899,clear,46.1352,0,high
656,clear,81.4499,0,medium
880,fog,47.2817,0,medium
828,clear,79.6778,0,medium
472,clear,85.775,0,low
1402,fog,27.3619,0,high
454,clear,84.6614,0,low
1712,fog,28.9062,0,high
1182,rain,51.3033,0,medium
1797,clear,44.2803,0,high
171,fog,73.9517,1,low
801,clear,75.4067,0,medium
1395,clear,62.413,0,medium
1679,clear,57.2539,0,high
1084,clear,58.0207,0,medium
1115,clear,57.9479,0,medium
1471,clear,58.1131,0,high
797,rain,64.2696,0,medium
1701,clear,47.6503,0,high
1918,clear,44.8982,0,high
1580,rain,35.9087,0,high
1865,clear,48.0272,0,high
214,clear,100.1348,0,low
1853,fog,28.2678,1,high
1344,clear,55.618,0,medium
694,rain,69.607,0,medium
1279,clear,52.9909,0,medium
1577,clear,58.0906,0,high
1840,clear,36.9277,0,high
510,fog,64.2121,0,low
238,rain,80.7583,0,low
813,clear,83.5302,0,medium
1142,clear,67.1465,0,medium
1735,clear,45.6082,0,high
1957,clear,33.9721,0,high
319,rain,69.3574,0,low
424,clear,87.3595,0,low
1826,clear,38.6314,0,high
465,clear,85.2784,0,low
1008,fog,45.8744,0,medium
132,clear,95.2331,0,low
1886,clear,49.3001,0,high
601,rain,58.3676,0,medium
1983,clear,46.3082,0,high
532,clear,91.2794,0,low
1764,rain,34.6993,0,high
1287,clear,64.0529,0,medium
262,rain,74.3153,0,low
572,rain,67.6946,0,low
1073,rain,50.1339,0,medium
1581,clear,58.0208,0,high
624,clear,74.294,0,medium
414,fog,70.2689,0,low
1843,clear,49.2383,0,high
1357,clear,60.2628,0,medium
881,clear,69.786,0,medium
1943,clear,38.1086,0,high
549,fog,59.0431,1,low
738,clear,73.6994,0,medium
1796,clear,52.3852,0,high
1754,clear,52.0344,0,high
1101,clear,68.7269,0,medium
186,clear,95.4334,0,low
1437,fog,33.9782,0,high
1290,clear,56.5552,0,medium
663,clear,80.4377,0,medium
363,clear,96.1136,0,low
1548,rain,45.0861,0,high
253,clear,83.5184,0,low
1129,clear,69.1937,0,medium
760,clear,80.4893,0,medium
1267,clear,59.3741,0,medium
1458,rain,41.7767,0,high
257,rain,71.6473,0,low
1953,fog,14.57,0,high
187,clear,99.5271,0,low
1545,rain,37.553,0,high
1871,snow,10.0,1,high
1611,clear,44.145,0,high
1522,clear,62.5669,0,high
432,snow,50.1773,0,low
1453,clear,49.5259,0,high
999,clear,65.6226,0,medium
983,fog,46.7014,0,medium
1743,fog,26.6596,0,high
657,fog,50.1688,0,medium
1839,clear,49.7098,0,high
590,clear,78.0231,0,low
1613,clear,59.4661,0,high
355,fog,66.9994,0,low
1362,fog,28.3054,0,medium
899,clear,72.6508,0,medium
758,clear,83.625,0,medium
1645,rain,39.6111,0,high
963,clear,72.6879,0,medium
717,fog,53.4267,0,medium
148,clear,98.8462,0,low
1103,fog,40.9946,0,medium
224,clear,99.3814,0,low
1059,rain,49.9258,0,medium
974,clear,65.2556,0,medium
115,rain,82.1102,0,low
1094,fog,46.3133,0,medium
1489,fog,31.4432,0,high
341,fog,58.0529,0,low
1969,rain,36.4936,0,high
1821,clear,49.8103,0,high
699,clear,72.6518,0,medium
913,clear,79.7988,0,medium
1426,clear,54.7166,0,high
1500,clear,58.2195,0,high
360,clear,88.0244,0,low
891,fog,43.6398,0,medium
1395,fog,39.1626,0,medium
640,clear,72.3996,0,medium
971,rain,55.7569,0,medium
625,rain,61.195,0,medium
831,snow,37.2292,0,medium
683,clear,78.2503,0,medium
1105,clear,67.6091,0,medium
1405,fog,26.0961,0,high
1560,rain,35.1024,0,high
1773,clear,52.7661,0,high
1215,clear,63.7791,0,medium
562,clear,82.3945,0,low
529,fog,64.0933,0,low
735,rain,64.6817,0,medium
1284,rain,48.8547,0,medium
673,rain,62.7703,0,medium
1531,rain,41.4876,0,high
1801,clear,49.3436,0,high
127,clear,89.8116,0,low
716,clear,78.4942,0,medium
376,clear,82.1839,0,low
1059,fog,43.2003,0,medium
1510,fog,33.8624,0,high
1014,rain,56.1418,0,medium
783,clear,82.711,0,medium
1029,clear,60.209,0,medium
723,clear,81.5911,0,medium
495,fog,56.5844,0,low
1413,fog,32.5267,0,high
1104,rain,56.2013,0,medium
475,fog,57.3853,0,low
1299,clear,54.2301,0,medium
216,rain,75.4486,0,low
887,clear,68.6314,0,medium
700,clear,80.8071,0,medium
365,clear,84.5771,0,low
1599,clear,53.5937,0,high
912,clear,70.6036,0,medium
1550,clear,49.8811,0,high
768,fog,51.7363,0,medium
912,clear,71.7366,0,medium
1774,fog,24.2648,0,high
529,clear,90.6865,0,low
1828,clear,54.7569,0,high
1891,clear,40.1943,0,high
815,rain,60.6459,0,medium
629,clear,79.9226,0,medium
1484,clear,50.2267,0,high
1087,fog,45.5713,0,medium
1499,clear,55.5393,0,high
1183,clear,64.1627,0,medium
1386,rain,53.728,0,medium
636,clear,75.1237,0,medium
1005,fog,50.188,0,medium
1435,clear,45.536,0,high
785,clear,75.6714,0,medium
1954,clear,41.1515,0,high
1881,clear,43.4132,0,high
1507,rain,38.9863,0,high
790,fog,51.1173,0,medium
1328,clear,65.0153,0,medium
1595,rain,39.6899,0,high
1769,rain,31.7095,0,high
817,fog,51.3993,0,medium
811,fog,54.9549,0,medium
1958,clear,47.4494,0,high
1187,clear,64.3475,0,medium
1149,clear,68.7589,0,medium
1605,rain,46.7854,0,high
751,snow,48.646,1,medium
1321,clear,56.1567,0,medium
1773,clear,52.8349,0,high
301,fog,70.8712,0,low
848,clear,77.5975,0,medium
287,clear,84.558,0,low
1251,clear,64.0758,0,medium
1543,fog,30.6155,0,high
539,clear,81.772,0,low
1433,clear,54.8038,0,high
1592,clear,47.1222,0,high
1762,rain,38.575,0,high
873,clear,75.4318,0,medium
1050,rain,48.4938,0,medium
331,clear,94.6306,0,low
1685,snow,17.0393,0,high
1182,clear,65.3446,0,medium
793,clear,79.1381,0,medium
1968,rain,23.0013,0,high
784,rain,63.9887,0,medium
1244,clear,56.247,0,medium
1503,rain,44.1908,0,high
1858,rain,32.3747,0,high
716,clear,77.6613,0,medium
562,clear,90.9642,0,low
256,fog,72.3102,1,low
1454,clear,51.6002,0,high
1049,clear,72.5863,0,medium
1343,clear,61.0076,0,medium
1664,clear,50.6955,0,high
1016,rain,54.502,0,medium
780,fog,51.2566,0,medium
635,clear,83.9777,1,medium
1425,clear,59.2576,0,high
1207,clear,59.5474,0,medium
522,clear,81.4122,0,low
1971,clear,42.7121,0,high
1922,clear,41.9664,0,high
1955,rain,26.4817,0,high
296,snow,54.1233,1,low
258,fog,61.6484,0,low
1986,rain,23.7646,0,high
416,fog,67.5566,0,low
1260,clear,62.2452,0,medium
541,clear,83.5031,0,low
1643,clear,48.6562,0,high
212,clear,95.2473,0,low
1807,clear,43.8824,0,high
1731,rain,31.5064,1,high
1778,clear,41.3198,0,high
1900,clear,38.6923,0,high
1370,fog,33.5925,0,medium
903,clear,69.0135,0,medium
672,rain,63.6481,0,medium
1787,fog,19.221,0,high
1921,rain,24.9825,0,high
547,clear,81.8333,0,low
310,rain,77.4824,0,low
582,clear,83.5618,0,low
1503,clear,63.2878,0,high
1311,rain,48.4095,0,medium
1029,snow,30.3861,0,medium
1653,rain,36.7514,0,high
250,rain,78.7668,0,low
1203,clear,63.4055,0,medium
1418,clear,61.9652,0,high
1740,clear,52.6506,0,high
130,fog,76.5174,0,low
210,clear,98.5736,0,low
1108,clear,65.2583,0,medium
1471,clear,59.2044,0,high
787,clear,72.1234,0,medium
1497,clear,56.2602,0,high
1975,clear,44.5683,0,high
1268,clear,58.1133,0,medium
174,clear,92.7256,0,low
160,clear,97.1193,1,low
371,clear,95.6296,0,low
289,clear,91.7907,0,low
1762,clear,48.8604,0,high
1434,rain,37.6615,0,high
1214,clear,67.8859,0,medium
1774,clear,51.0859,0,high
1855,clear,41.5959,0,high
1584,fog,33.142,0,high
134,clear,105.9514,0,low
1542,fog,26.1525,0,high
608,clear,85.8674,0,medium
307,rain,75.4799,0,low
1685,fog,28.9507,1,high
1323,rain,46.7734,0,medium
994,fog,53.2672,0,medium
702,rain,61.7546,0,medium
1583,clear,49.6136,0,high
1156,fog,39.5986,0,medium
1668,clear,44.0669,0,high
553,clear,82.9461,0,low
1692,clear,51.9316,0,high
1555,fog,30.3612,0,high
553,clear,86.1621,0,low
1524,clear,61.2188,0,high
160,clear,100.0345,0,low
381,rain,73.1387,0,low
1995,clear,45.4009,0,high
836,clear,77.165,0,medium
319,clear,88.7759,0,low
1496,fog,32.4974,0,high
831,snow,39.3315,0,medium
181,fog,65.9352,0,low
666,fog,52.8178,0,medium
389,fog,55.0588,0,low
1638,clear,43.8554,0,high
1926,rain,23.7077,0,high
470,rain,68.1277,0,low
144,fog,71.5433,0,low
162,rain,83.2675,0,low
1749,rain,32.6566,0,high
1918,rain,31.7226,0,high
1558,clear,55.9283,0,high
1602,clear,46.3334,0,high
1836,snow,10.0,0,high
887,fog,48.7068,0,medium
474,snow,48.853,0,low
1138,rain,56.0982,0,medium
1646,clear,50.3639,0,high
1487,rain,38.9902,0,high
756,rain,55.9439,0,medium
987,clear,70.4623,0,medium
917,clear,71.9437,0,medium
1514,clear,49.1455,0,high
986,fog,43.6391,0,medium
518,rain,72.1941,0,low
1446,clear,50.1333,0,high
573,clear,79.9787,0,low
1068,clear,73.1743,0,medium
955,rain,60.5244,0,medium
470,clear,84.5264,0,low
1325,clear,66.5583,0,medium
866,rain,59.1166,0,medium
747,rain,63.8581,0,medium
1580,clear,55.7122,0,high
575,snow,51.3407,0,low
1045,rain,48.4373,0,medium
705,clear,75.4759,0,medium
1645,clear,52.8373,0,high
1524,clear,52.3298,0,high
465,clear,85.1668,0,low
1353,clear,62.5527,0,medium
1324,rain,44.8444,0,medium
1892,clear,46.1159,0,high
778,clear,80.073,0,medium
1196,fog,43.2157,0,medium
101,clear,94.2461,0,low
865,rain,62.5263,0,medium
418,clear,86.5162,0,low
1489,fog,41.664,0,high
179,clear,101.4745,0,low
824,rain,64.3573,0,medium
1162,fog,36.078,0,medium
783,clear,77.9348,0,medium
1837,clear,52.0225,0,high
1758,clear,57.878,0,high
1492,clear,56.9115,0,high
743,rain,51.3315,0,medium
1349,snow,25.666,0,medium
680,clear,77.5121,0,medium
1555,rain,29.5486,0,high
321,rain,73.1697,0,low
1547,clear,49.766,0,high
1202,rain,47.6026,0,medium
1070,clear,68.1501,0,medium
1524,rain,44.9792,0,high
975,fog,37.8807,0,medium
311,clear,88.0379,0,low
1755,clear,51.1391,0,high
1125,rain,48.0416,0,medium
1382,clear,62.8137,0,medium
1731,clear,49.6822,0,high
1930,fog,18.8236,0,high
910,fog,45.9969,0,medium
877,clear,73.7659,0,medium
1582,rain,30.7782,0,high
1544,clear,56.461,0,high
1692,fog,26.2022,0,high
1671,clear,40.2783,0,high
214,rain,74.9081,0,low
438,clear,88.6018,0,low
324,fog,65.4418,0,low
1509,rain,37.4821,0,high
1866,fog,26.2331,0,high
1197,rain,48.8947,0,medium
1943,clear,42.1762,0,high
1078,clear,73.0329,0,medium
1627,clear,41.8857,0,high
1671,snow,10.0,0,high
844,clear,66.7129,0,medium
1364,clear,57.397,0,medium
1724,clear,41.075,0,high
1151,clear,68.1729,0,medium
1252,clear,63.2213,0,medium
1684,clear,60.6346,0,high
658,rain,67.6555,0,medium
1044,clear,76.4324,0,medium
500,clear,68.4628,0,low
1213,clear,63.1588,0,medium
238,rain,80.7612,0,low
458,clear,93.7414,0,low
623,clear,80.2191,0,medium
412,clear,92.536,0,low
564,clear,88.6893,0,low
1625,rain,49.4711,1,high
974,clear,70.6873,0,medium
1019,clear,64.2259,0,medium
906,fog,46.7517,0,medium
429,rain,73.2231,0,low
614,clear,84.2593,0,medium
1793,clear,51.8317,0,high
643,clear,79.3192,0,medium
1260,rain,49.3056,0,medium
660,fog,56.6765,0,medium
185,fog,73.5079,0,low
496,fog,52.1142,0,low
944,clear,71.0335,0,medium
1877,clear,43.444,0,high
221,clear,88.9058,0,low
645,clear,84.8224,0,medium
1774,clear,46.3551,0,high
828,clear,81.8327,0,medium
1818,snow,14.9829,0,high
961,clear,67.5907,0,medium
1576,clear,57.074,0,high
1471,clear,55.8994,0,high
1269,fog,29.8967,0,medium
309,rain,70.9345,0,low
1861,rain,35.3967,0,high
1430,clear,56.1909,0,high
1575,fog,30.5222,0,high
1314,clear,65.3134,0,medium
675,fog,50.2212,0,medium
1536,clear,50.7058,0,high
1275,clear,56.9936,0,medium
418,clear,81.0224,0,low
316,clear,83.8403,0,low
253,clear,88.3458,0,low
1350,clear,58.6676,0,medium
1332,clear,69.5333,0,medium
1070,rain,47.4762,0,medium
902,clear,67.8386,0,medium
1105,rain,53.8641,0,medium
449,snow,54.5965,1,low
1656,clear,49.8768,0,high
1286,fog,33.541,0,medium
1275,clear,55.1493,0,medium
1811,fog,25.497,0,high
451,clear,83.6902,0,low
1834,clear,42.1778,0,high
858,clear,68.6921,0,medium
1353,fog,32.7944,0,medium
1428,clear,60.6849,0,high
862,clear,69.1182,0,medium
1780,rain,37.4687,1,high
408,clear,78.4343,0,low
613,rain,63.9335,0,medium
412,rain,71.5405,0,low
549,clear,79.027,0,low
614,snow,50.5551,0,medium
929,clear,76.6141,0,medium
1933,clear,38.3253,0,high
1587,rain,37.4237,0,high
315,clear,91.0729,1,low
180,clear,96.5219,0,low
537,clear,83.8581,0,low
1027,clear,63.9939,0,medium
1584,rain,40.1469,0,high
729,clear,75.2948,0,medium
950,clear,74.9977,0,medium
1938,rain,22.893,0,high
667,fog,54.0025,0,medium
488,clear,88.078,1,low
549,clear,90.1544,0,low
1987,fog,16.4999,0,high
858,clear,75.4467,0,medium
744,clear,69.5543,0,medium
1673,snow,25.3982,1,high
954,clear,69.1849,0,medium
1510,fog,31.455,0,high
1257,clear,58.5518,0,medium
412,clear,95.8635,0,low
1446,clear,56.6554,0,high
1968,clear,39.1404,0,high
115,fog,68.6913,0,low
1292,clear,59.0013,0,medium
339,clear,93.8631,0,low
930,rain,67.4301,0,medium
789,clear,75.995,0,medium
1035,clear,68.2438,0,medium
490,rain,69.1606,0,low
1244,clear,61.7099,0,medium
1845,clear,41.408,0,high
1619,clear,50.4835,0,high
1138,rain,49.8251,0,medium
101,clear,98.0631,0,low
746,clear,82.7488,0,medium
129,clear,100.5371,0,low
1609,clear,46.9633,0,high
434,rain,75.3533,0,low
574,clear,76.4783,0,low
431,clear,88.1678,0,low
655,fog,44.8782,0,medium
1008,clear,65.078,0,medium
1977,fog,12.4012,0,high
270,clear,90.345,0,low
1362,clear,67.7552,0,medium
1160,rain,45.6093,0,medium
158,rain,80.4587,0,low
169,clear,91.3624,0,low
1790,clear,44.3815,0,high
220,clear,90.4952,0,low
1593,clear,48.4638,0,high
412,clear,83.9998,0,low
1435,clear,53.4499,0,high
1136,clear,64.5725,0,medium
1204,clear,70.3356,0,medium
1335,rain,43.6623,0,medium
1432,rain,35.7638,0,high
717,rain,74.3873,0,medium
1675,rain,34.9621,0,high
579,clear,76.7002,0,low
1791,rain,31.9467,0,high
773,clear,77.6307,0,medium
458,snow,62.1012,1,low
946,clear,68.1073,0,medium
206,clear,83.9225,0,low
522,clear,86.2493,1,low
1895,clear,47.7241,0,high
1600,clear,52.6209,0,high
1411,clear,56.793,0,high
1764,snow,11.1945,0,high
302,clear,96.9,1,low
587,clear,84.1534,0,low
1463,clear,53.5741,0,high
1970,fog,25.3639,0,high
1169,clear,64.9725,0,medium
566,rain,66.9198,0,low
1372,rain,46.3464,0,medium
961,clear,67.5339,0,medium
823,clear,73.0166,0,medium
659,rain,66.7272,0,medium
1099,rain,57.7573,1,medium
1420,clear,61.8289,0,high
417,fog,61.9825,0,low
155,fog,69.9752,0,low
216,rain,73.5083,0,low
1479,clear,59.3325,0,high
1915,clear,38.0094,0,high
1040,rain,55.2966,0,medium
357,clear,86.316,0,low
624,clear,88.2936,0,medium
1020,clear,65.1789,0,medium
449,snow,54.4681,0,low
1216,fog,36.3804,0,medium
1869,clear,40.9508,0,high
952,clear,68.2172,0,medium
1269,clear,58.0098,0,medium
1515,clear,62.9463,0,high
755,clear,78.0057,0,medium
161,clear,90.7708,0,low
225,clear,89.6322,0,low
1937,fog,10.0,0,high
1461,clear,55.2171,0,high
1120,rain,47.349,0,medium
1419,rain,44.3252,0,high
324,clear,81.7808,0,low
1014,clear,70.4596,0,medium
102,clear,89.884,0,low
821,fog,54.3559,0,medium
598,clear,78.3388,0,low
1234,rain,40.5118,0,medium
1002,rain,57.7655,0,medium
1667,clear,52.699,0,high
1161,clear,71.5546,0,medium
950,rain,57.7776,0,medium
315,clear,89.5555,0,low
1952,clear,37.7604,0,high
1611,clear,53.1033,0,high
1590,clear,42.3266,0,high
1398,rain,40.5811,0,medium
888,fog,46.3056,0,medium
1681,clear,48.6754,0,high
1190,clear,69.7083,0,medium
1322,clear,66.466,0,medium
1537,clear,53.3596,0,high
549,clear,75.4841,0,low
194,fog,76.4644,0,low
275,rain,73.1914,0,low
983,fog,39.9847,0,medium
1453,clear,53.9675,0,high
791,rain,59.7556,0,medium
1242,clear,60.5125,0,medium
670,fog,46.5822,0,medium
1230,rain,48.4379,0,medium
558,clear,84.5779,0,low
1381,rain,37.0435,0,medium
237,clear,94.0722,0,low
244,clear,97.7605,0,low
1450,clear,59.6799,0,high
1457,rain,45.3446,0,high
609,clear,84.2284,0,medium
1578,clear,46.4526,0,high
543,clear,77.2965,0,low
795,clear,72.1451,0,medium
1865,clear,47.4127,0,high
1846,rain,27.0438,0,high
1426,clear,61.3618,0,high
1425,clear,59.0021,0,high
1206,clear,66.2475,0,medium
1892,rain,20.826,0,high
241,clear,98.2246,0,low
1759,clear,48.9151,0,high
163,clear,91.8139,0,low
1038,clear,63.272,0,medium
1749,snow,10.097,0,high
1946,clear,44.3896,0,high
516,snow,46.2154,0,low
1307,rain,43.1723,1,medium
282,fog,60.1769,0,low
1553,snow,21.506,0,high
435,clear,83.2404,0,low
501,fog,67.975,0,low
1621,fog,22.2219,0,high
407,fog,56.0401,1,low
1037,clear,65.5797,0,medium
108,snow,60.9542,1,low
1091,rain,47.4465,0,medium
731,clear,69.5714,0,medium
587,clear,84.6504,0,low
1404,clear,55.6328,0,high
258,clear,91.9919,0,low
566,fog,65.0261,0,low
360,clear,90.0202,0,low
1889,clear,38.8062,0,high
645,clear,84.2941,0,medium
1461,rain,40.8324,0,high
799,rain,65.632,0,medium
1571,clear,50.4747,0,high
1890,rain,26.9129,0,high
445,clear,92.7438,0,low
832,clear,74.8171,0,medium
302,clear,98.6674,0,low
940,clear,72.2419,0,medium
1988,clear,35.2084,0,high
1025,clear,73.8633,0,medium
1474,rain,36.643,0,high
282,rain,80.3155,0,low
851,clear,76.4124,0,medium
618,clear,86.421,0,medium
608,rain,65.8366,0,medium
663,clear,82.9121,0,medium
1980,clear,32.9564,0,high
1306,clear,62.59,0,medium
616,rain,63.15,0,medium
1118,clear,69.444,0,medium
